match,mis-match,rep.match,N_s,Q_gap_count,Q_gap_bases,T_gap_count,T_gap_bases,strand,Q_name_prefix,Q_name_suffix,Q_size,Q_start,Q_end,GeneID,TranscriptID,ExonNum,T_size,T_start,T_end,block_count,blockSizes,qStarts,tStarts,Probability_Functional,Essential_Status
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13042_2,30,0,30,ENSG00000287997.1,ENST00000653993.1,exon2,176,88,118,1,"30,","0,","88,",0.872,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13042_3,30,0,30,ENSG00000287997.1,ENST00000653993.1,exon2,176,120,150,1,"30,","0,","120,",0.872,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13060_2,30,0,30,ENSG00000236303.4,ENST00000647943.1,exon2,399,21,51,1,"30,","0,","21,",0.08,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1312_3,30,0,30,ENSG00000284309.1,ENST00000640097.1,exon2,455,135,165,1,"30,","0,","135,",0.024,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13165_3,30,0,30,ENSG00000235010.1,ENST00000414106.1,exon2,319,47,77,1,"30,","0,","47,",0.208,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13289_3,30,0,30,ENSG00000254910.1,ENST00000526612.1,exon2,284,245,275,1,"30,","0,","245,",0.528,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1329_1,30,0,30,ENSG00000225891.2,ENST00000423060.1,exon2,120,72,102,1,"30,","0,","72,",0.688,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13310_3,30,0,30,ENSG00000255237.1,ENST00000525893.1,exon2,111,54,84,1,"30,","0,","54,",0.248,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13391_2,30,0,30,ENSG00000230834.1,ENST00000449749.1,exon2,244,73,103,1,"30,","0,","73,",0.536,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_13435_1,30,0,30,ENSG00000293274.1,ENST00000602923.2,exon2,1037,770,800,1,"30,","0,","770,",0.088,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_13435_2,30,0,30,ENSG00000293274.1,ENST00000602923.2,exon2,1037,608,638,1,"30,","0,","608,",0.088,NOT ESSENTIAL
27,0,0,0,0,0,0,0,+,human_lncrna,fused_13435_3,30,0,27,ENSG00000293274.1,ENST00000602923.2,exon2,1037,1010,1037,1,"27,","0,","1010,",0.088,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_13482_1,30,0,30,ENSG00000287906.1,ENST00000659225.1,exon2,1093,128,158,1,"30,","0,","128,",0.312,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13486_1,30,0,30,ENSG00000287312.1,ENST00000656923.1,exon2,171,5,35,1,"30,","0,","5,",0.328,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13584_2,30,0,30,ENSG00000255179.1,ENST00000534653.1,exon2,453,415,445,1,"30,","0,","415,",0.208,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13592_1,30,0,30,ENSG00000271758.2,ENST00000527565.1,exon2,117,58,88,1,"30,","0,","58,",0.368,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13592_1,30,0,30,ENSG00000254951.7,ENST00000529488.5,exon2,117,58,88,1,"30,","0,","58,",0.36,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13649_2,30,0,30,ENSG00000254397.1,ENST00000531111.1,exon2,248,195,225,1,"30,","0,","195,",0.712,NOT ESSENTIAL
27,0,0,0,0,0,0,0,-,human_lncrna,fused_13677_2,30,0,27,ENSG00000177112.9,ENST00000663840.1,exon2,245,0,27,1,"27,","3,","0,",0.432,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13684_3,30,0,30,ENSG00000247271.9,ENST00000664276.1,exon2,897,304,334,1,"30,","0,","304,",0.792,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13708_1,30,0,30,ENSG00000255462.1,ENST00000527726.1,exon2,257,183,213,1,"30,","0,","183,",0.864,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13728_2,30,0,30,ENSG00000255400.1,ENST00000527997.1,exon2,319,5,35,1,"30,","0,","5,",0.432,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13778_3,30,0,30,ENSG00000254438.1,ENST00000532065.1,exon2,511,460,490,1,"30,","0,","460,",0.104,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13867_2,30,0,30,ENSG00000255335.2,ENST00000670639.1,exon2,434,368,398,1,"30,","0,","368,",0.152,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13874_2,30,0,30,ENSG00000290741.1,ENST00000534768.1,exon2,210,105,135,1,"30,","0,","105,",0.528,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13874_3,30,0,30,ENSG00000290741.1,ENST00000534768.1,exon2,210,7,37,1,"30,","0,","7,",0.528,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13875_1,30,0,30,ENSG00000255470.1,ENST00000527671.1,exon2,425,14,44,1,"30,","0,","14,",0.432,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_13875_3,30,0,30,ENSG00000255470.1,ENST00000527671.1,exon2,425,318,348,1,"30,","0,","318,",0.432,NOT ESSENTIAL
19,0,0,0,0,0,0,0,+,human_lncrna,fused_13918_4,30,11,30,ENSG00000272894.5,ENST00000609497.5,exon2,460,170,189,1,"19,","11,","170,",0.632,NOT ESSENTIAL
18,0,0,0,0,0,0,0,+,human_lncrna,fused_13918_4,30,12,30,ENSG00000259627.1,ENST00000558905.1,exon2,436,133,151,1,"18,","12,","133,",0.88,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1394_2,30,0,30,ENSG00000237429.1,ENST00000443579.1,exon2,201,163,193,1,"30,","0,","163,",0.48,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1418_1,30,0,30,ENSG00000227050.1,ENST00000448015.1,exon2,204,135,165,1,"30,","0,","135,",0.656,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14315_1,30,0,30,ENSG00000255004.1,ENST00000532760.1,exon2,672,479,509,1,"30,","0,","479,",0.648,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14315_2,30,0,30,ENSG00000255004.1,ENST00000532760.1,exon2,672,638,668,1,"30,","0,","638,",0.648,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14315_3,30,0,30,ENSG00000255004.1,ENST00000532760.1,exon2,672,54,84,1,"30,","0,","54,",0.648,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14386_1,30,0,30,ENSG00000255477.1,ENST00000526554.1,exon2,269,115,145,1,"30,","0,","115,",0.048,NOT ESSENTIAL
24,0,0,0,0,0,0,0,-,human_lncrna,fused_14389_6,30,6,30,ENSG00000287380.1,ENST00000670368.1,exon2,1432,1165,1189,1,"24,","0,","1165,",0.088,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14472_1,30,0,30,ENSG00000235661.3,ENST00000533531.1,exon2,628,399,429,1,"30,","0,","399,",0.68,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14472_2,30,0,30,ENSG00000235661.3,ENST00000533531.1,exon2,628,489,519,1,"30,","0,","489,",0.68,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14472_3,30,0,30,ENSG00000235661.3,ENST00000533531.1,exon2,628,567,597,1,"30,","0,","567,",0.68,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14503_1,30,0,30,ENSG00000255451.1,ENST00000528183.1,exon2,329,253,283,1,"30,","0,","253,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14503_2,30,0,30,ENSG00000255451.1,ENST00000528183.1,exon2,329,30,60,1,"30,","0,","30,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14539_2,30,0,30,ENSG00000254664.1,ENST00000527450.1,exon2,388,54,84,1,"30,","0,","54,",0.096,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_14588_3,30,0,30,ENSG00000255007.3,ENST00000686099.2,exon2,277,16,46,1,"30,","0,","16,",0.464,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14695_1,30,0,30,ENSG00000287538.1,ENST00000661660.1,exon2,1050,740,770,1,"30,","0,","740,",0.248,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14695_2,30,0,30,ENSG00000287538.1,ENST00000661660.1,exon2,1050,630,660,1,"30,","0,","630,",0.248,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14695_3,30,0,30,ENSG00000287538.1,ENST00000661660.1,exon2,1050,476,506,1,"30,","0,","476,",0.248,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14858_3,30,0,30,ENSG00000290884.1,ENST00000529451.1,exon2,118,37,67,1,"30,","0,","37,",0.184,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14885_1,30,0,30,ENSG00000255008.5,ENST00000691999.1,exon2,332,18,48,1,"30,","0,","18,",0.512,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14893_2,30,0,30,ENSG00000254477.2,ENST00000648249.1,exon2,1265,890,920,1,"30,","0,","890,",0.504,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14920_1,30,0,30,ENSG00000257052.1,ENST00000544421.1,exon2,315,262,292,1,"30,","0,","262,",0.008,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14956_1,30,0,30,ENSG00000255931.2,ENST00000534856.1,exon2,313,163,193,1,"30,","0,","163,",0.096,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_14993_2,30,0,30,ENSG00000254404.1,ENST00000529875.1,exon2,199,32,62,1,"30,","0,","32,",0.248,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15023_1,30,0,30,ENSG00000255717.9,ENST00000686500.2,exon2,703,31,61,1,"30,","0,","31,",0.912,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15023_2,30,0,30,ENSG00000255717.9,ENST00000686500.2,exon2,703,207,237,1,"30,","0,","207,",0.912,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15078_2,30,0,30,ENSG00000257086.1,ENST00000545800.1,exon2,197,58,88,1,"30,","0,","58,",0.352,NOT ESSENTIAL
26,0,0,0,0,0,0,0,-,human_lncrna,fused_15122_1,30,4,30,ENSG00000288067.1,ENST00000661266.1,exon2,1118,582,608,1,"26,","0,","582,",0.088,NOT ESSENTIAL
22,0,0,0,0,0,0,0,-,human_lncrna,fused_15122_1,30,8,30,ENSG00000228401.7,ENST00000674687.3,exon2,1193,869,891,1,"22,","0,","869,",0.584,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15148_1,30,0,30,ENSG00000291174.1,ENST00000702924.1,exon2,144,32,62,1,"30,","0,","32,",0.848,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15166_1,30,0,30,ENSG00000285533.4,ENST00000691526.2,exon2,295,7,37,1,"30,","0,","7,",0.488,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15166_2,30,0,30,ENSG00000285533.4,ENST00000691526.2,exon2,295,246,276,1,"30,","0,","246,",0.488,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15197_1,30,0,30,ENSG00000254458.1,ENST00000534065.1,exon2,403,171,201,1,"30,","0,","171,",0.28,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15197_2,30,0,30,ENSG00000254458.1,ENST00000534065.1,exon2,403,270,300,1,"30,","0,","270,",0.28,NOT ESSENTIAL
25,0,0,0,0,0,0,0,-,human_lncrna,fused_15199_2,30,0,25,ENSG00000255468.7,ENST00000581155.5,exon2,164,0,25,1,"25,","5,","0,",0.856,NOT ESSENTIAL
23,0,0,0,0,0,0,0,-,human_lncrna,fused_15216_2,30,3,26,ENSG00000261222.4,ENST00000581412.2,exon2,1029,692,715,1,"23,","4,","692,",0.36,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15298_3,30,0,30,ENSG00000255236.3,ENST00000530842.2,exon2,1001,21,51,1,"30,","0,","21,",0.336,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15331_1,30,0,30,ENSG00000255741.1,ENST00000542410.1,exon2,484,22,52,1,"30,","0,","22,",0.144,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15331_2,30,0,30,ENSG00000255741.1,ENST00000542410.1,exon2,484,176,206,1,"30,","0,","176,",0.144,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15378_2,30,0,30,ENSG00000285094.1,ENST00000644563.1,exon2,414,384,414,1,"30,","0,","384,",0.304,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15417_3,30,0,30,ENSG00000254417.1,ENST00000531347.1,exon2,505,120,150,1,"30,","0,","120,",0.224,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1543_3,30,0,30,ENSG00000186056.11,ENST00000414532.6,exon2,501,461,491,1,"30,","0,","461,",0.344,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1553_1,30,0,30,ENSG00000229607.1,ENST00000440358.1,exon2,336,91,121,1,"30,","0,","91,",0.224,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1553_2,30,0,30,ENSG00000229607.1,ENST00000440358.1,exon2,336,152,182,1,"30,","0,","152,",0.224,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1554_1,30,0,30,ENSG00000223382.6,ENST00000658212.1,exon2,893,270,300,1,"30,","0,","270,",0.384,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1554_3,30,0,30,ENSG00000223382.6,ENST00000658212.1,exon2,893,355,385,1,"30,","0,","355,",0.384,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15617_2,30,0,30,ENSG00000255395.1,ENST00000530550.1,exon2,346,7,37,1,"30,","0,","7,",0.568,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15619_2,30,0,30,ENSG00000255136.3,ENST00000668494.1,exon2,1352,333,363,1,"30,","0,","333,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15671_3,30,0,30,ENSG00000255479.1,ENST00000528781.1,exon2,568,428,458,1,"30,","0,","428,",0.144,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15677_2,30,0,30,ENSG00000236304.3,ENST00000447519.2,exon2,1237,1107,1137,1,"30,","0,","1107,",0.024,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15745_2,30,0,30,ENSG00000254563.1,ENST00000526741.1,exon2,235,106,136,1,"30,","0,","106,",0.84,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_15845_1,30,0,30,ENSG00000246067.10,ENST00000656330.1,exon2,181,76,106,1,"30,","0,","76,",0.944,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15859_1,30,0,30,ENSG00000254551.1,ENST00000531869.1,exon2,675,623,653,1,"30,","0,","623,",0.472,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15859_2,30,0,30,ENSG00000254551.1,ENST00000531869.1,exon2,675,186,216,1,"30,","0,","186,",0.472,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_15935_1,30,0,30,ENSG00000246523.10,ENST00000499504.8,exon2,1083,148,178,1,"30,","0,","148,",0.384,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1605_1,30,0,30,ENSG00000228634.1,ENST00000447478.1,exon2,325,187,217,1,"30,","0,","187,",0.928,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1605_2,30,0,30,ENSG00000228634.1,ENST00000447478.1,exon2,325,218,248,1,"30,","0,","218,",0.928,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_16293_2,30,0,30,ENSG00000293058.1,ENST00000527374.1,exon2,1476,895,925,1,"30,","0,","895,",0.088,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_16318_1,30,0,30,ENSG00000256916.1,ENST00000544115.1,exon2,251,205,235,1,"30,","0,","205,",0.032,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_16318_3,30,0,30,ENSG00000256916.1,ENST00000544115.1,exon2,251,10,40,1,"30,","0,","10,",0.032,NOT ESSENTIAL
