match,mis-match,rep.match,N_s,Q_gap_count,Q_gap_bases,T_gap_count,T_gap_bases,strand,Q_name_prefix,Q_name_suffix,Q_size,Q_start,Q_end,GeneID,TranscriptID,ExonNum,T_size,T_start,T_end,block_count,blockSizes,qStarts,tStarts,Probability_Functional,Essential_Status
23,0,0,0,0,0,0,0,-,gL_001330,Hum_XLOC_002176,23,0,23,ENSG00000288007.1,ENST00000669720.1,exon1,1460,186,209,1,"23,","0,","186,",0.264,Non-essential
23,0,0,0,0,0,0,0,-,gL_001332,Hum_XLOC_002176,23,0,23,ENSG00000288007.1,ENST00000669720.1,exon1,1460,582,605,1,"23,","0,","582,",0.264,Non-essential
23,0,0,0,0,0,0,0,-,gL_001349,Hum_XLOC_002204,23,0,23,ENSG00000233620.5,ENST00000446411.5,exon1,135,21,44,1,"23,","0,","21,",0.424,Non-essential
23,0,0,0,0,0,0,0,-,gL_001478,Hum_XLOC_002338,23,0,23,ENSG00000223393.2,ENST00000439341.2,exon1,613,121,144,1,"23,","0,","121,",0.008,Non-essential
23,0,0,0,0,0,0,0,-,gL_001515,Hum_XLOC_002383,23,0,23,ENSG00000230404.1,ENST00000429507.1,exon1,124,88,111,1,"23,","0,","88,",0.2,Non-essential
23,0,0,0,0,0,0,0,-,gL_001721,Hum_XLOC_002714,23,0,23,ENSG00000233485.1,ENST00000428747.1,exon1,100,66,89,1,"23,","0,","66,",0.048,Non-essential
22,0,0,0,0,0,0,0,-,gL_001940,Hum_XLOC_003232,23,0,22,ENSG00000284696.2,ENST00000641749.1,exon1,144,0,22,1,"22,","1,","0,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_002132,Hum_XLOC_003570,23,0,23,ENSG00000228504.1,ENST00000423410.1,exon1,115,88,111,1,"23,","0,","88,",0.144,Non-essential
23,0,0,0,0,0,0,0,-,gL_002146,Hum_XLOC_003593,23,0,23,ENSG00000288826.1,ENST00000687221.1,exon1,1410,231,254,1,"23,","0,","231,",0.488,Non-essential
23,0,0,0,0,0,0,0,-,gL_002162,Hum_XLOC_003626,23,0,23,ENSG00000230768.9,ENST00000600656.6,exon1,132,77,100,1,"23,","0,","77,",0.168,Non-essential
23,0,0,0,0,0,0,0,-,gL_002204,Hum_XLOC_003674,23,0,23,ENSG00000224965.1,ENST00000455967.1,exon1,376,43,66,1,"23,","0,","43,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_002232,Hum_XLOC_003743,23,0,23,ENSG00000287103.1,ENST00000661854.1,exon1,125,21,44,1,"23,","0,","21,",0.136,Non-essential
23,0,0,0,0,0,0,0,-,gL_002233,Hum_XLOC_003743,23,0,23,ENSG00000287103.1,ENST00000661854.1,exon1,125,65,88,1,"23,","0,","65,",0.136,Non-essential
23,0,0,0,0,0,0,0,-,gL_002290,Hum_XLOC_003853,23,0,23,ENSG00000278811.4,ENST00000619867.4,exon1,432,87,110,1,"23,","0,","87,",0.688,Non-essential
23,0,0,0,0,0,0,0,-,gL_002291,Hum_XLOC_003853,23,0,23,ENSG00000278811.4,ENST00000619867.4,exon1,432,131,154,1,"23,","0,","131,",0.688,Non-essential
23,0,0,0,0,0,0,0,-,gL_002292,Hum_XLOC_003853,23,0,23,ENSG00000278811.4,ENST00000619867.4,exon1,432,175,198,1,"23,","0,","175,",0.688,Non-essential
23,0,0,0,0,0,0,0,-,gL_002309,Hum_XLOC_003891,23,0,23,ENSG00000281571.2,ENST00000638358.1,exon1,1054,803,826,1,"23,","0,","803,",0.904,Non-essential
23,0,0,0,0,0,0,0,-,gL_002309,Hum_XLOC_003891,23,0,23,ENSG00000280649.2,ENST00000638752.1,exon1,1055,803,826,1,"23,","0,","803,",0.824,Non-essential
23,0,0,0,0,0,0,0,+,gL_002310,Hum_XLOC_003891,23,0,23,ENSG00000274265.5,ENST00000668239.1,exon1,502,462,485,1,"23,","0,","462,",0.808,Non-essential
23,0,0,0,0,0,0,0,-,gL_002312,Hum_XLOC_003891,23,0,23,ENSG00000281741.2,ENST00000626088.1,exon1,1087,825,848,1,"23,","0,","825,",0.76,Non-essential
23,0,0,0,0,0,0,0,-,gL_002312,Hum_XLOC_003891,23,0,23,ENSG00000281571.2,ENST00000638358.1,exon1,1054,824,847,1,"23,","0,","824,",0.904,Non-essential
23,0,0,0,0,0,0,0,-,gL_002312,Hum_XLOC_003891,23,0,23,ENSG00000280649.2,ENST00000638752.1,exon1,1055,824,847,1,"23,","0,","824,",0.824,Non-essential
23,0,0,0,0,0,0,0,-,gL_002345,Hum_XLOC_003988,23,0,23,ENSG00000286391.3,ENST00000664303.2,exon1,322,21,44,1,"23,","0,","21,",0.096,Non-essential
23,0,0,0,0,0,0,0,-,gL_002346,Hum_XLOC_003988,23,0,23,ENSG00000286391.3,ENST00000664303.2,exon1,322,22,45,1,"23,","0,","22,",0.096,Non-essential
23,0,0,0,0,0,0,0,-,gL_002444,Hum_XLOC_004201,23,0,23,ENSG00000293597.2,ENST00000715528.1,exon1,130,43,66,1,"23,","0,","43,",0.328,Non-essential
23,0,0,0,0,0,0,0,-,gL_002444,Hum_XLOC_004201,23,0,23,ENSG00000203601.4,ENST00000650631.1,exon1,130,43,66,1,"23,","0,","43,",0.328,Non-essential
23,0,0,0,0,0,0,0,-,gL_002479,Hum_XLOC_004262,23,0,23,ENSG00000287697.1,ENST00000670650.1,exon1,1270,406,429,1,"23,","0,","406,",0.608,Partially shared
23,0,0,0,0,0,0,0,-,gL_002480,Hum_XLOC_004262,23,0,23,ENSG00000287697.1,ENST00000670650.1,exon1,1270,407,430,1,"23,","0,","407,",0.608,Partially shared
23,0,0,0,0,0,0,0,-,gL_002540,Hum_XLOC_004314,23,0,23,ENSG00000232586.1,ENST00000415647.1,exon1,219,66,89,1,"23,","0,","66,",0.6,Non-essential
23,0,0,0,0,0,0,0,-,gL_002640,Hum_XLOC_004529,23,0,23,ENSG00000225063.1,ENST00000452599.1,exon1,362,307,330,1,"23,","0,","307,",0.496,Non-essential
23,0,0,0,0,0,0,0,-,gL_002664,Hum_XLOC_004567,23,0,23,ENSG00000283044.1,ENST00000635698.1,exon1,184,109,132,1,"23,","0,","109,",0.008,Non-essential
23,0,0,0,0,0,0,0,-,gL_002700,Hum_XLOC_004601,23,0,23,ENSG00000287033.2,ENST00000667187.2,exon1,318,143,166,1,"23,","0,","143,",0.528,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_002701,Hum_XLOC_004601,23,0,23,ENSG00000287033.2,ENST00000667187.2,exon1,318,230,253,1,"23,","0,","230,",0.528,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_002810,Hum_XLOC_004718,23,0,23,ENSG00000229400.1,ENST00000431691.1,exon1,164,22,45,1,"23,","0,","22,",0.632,Non-essential
23,0,0,0,0,0,0,0,-,gL_002905,Hum_XLOC_004837,23,0,23,ENSG00000236244.1,ENST00000446433.1,exon1,146,98,121,1,"23,","0,","98,",0.144,Non-essential
23,0,0,0,0,0,0,0,-,gL_002913,Hum_XLOC_004855,23,0,23,ENSG00000285177.1,ENST00000646955.1,exon1,156,21,44,1,"23,","0,","21,",0.44,Non-essential
23,0,0,0,0,0,0,0,-,gL_003008,Hum_XLOC_005027,23,0,23,ENSG00000236990.1,ENST00000455199.1,exon1,431,154,177,1,"23,","0,","154,",0.064,Non-essential
23,0,0,0,0,0,0,0,-,gL_003016,Hum_XLOC_005052,23,0,23,ENSG00000272764.1,ENST00000608273.1,exon1,214,32,55,1,"23,","0,","32,",0.384,Non-essential
23,0,0,0,0,0,0,0,+,gL_003035,Hum_XLOC_005083,23,0,23,ENSG00000289897.1,ENST00000701444.1,exon1,149,88,111,1,"23,","0,","88,",0.216,Non-essential
23,0,0,0,0,0,0,0,-,gL_003047,Hum_XLOC_005131,23,0,23,ENSG00000227175.1,ENST00000438431.1,exon1,242,99,122,1,"23,","0,","99,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_003122,Hum_XLOC_005317,23,0,23,ENSG00000229656.9,ENST00000659846.1,exon1,534,198,221,1,"23,","0,","198,",0.744,Non-essential
23,0,0,0,0,0,0,0,+,gL_003140,Hum_XLOC_005338,23,0,23,ENSG00000288893.1,ENST00000684845.1,exon1,162,87,110,1,"23,","0,","87,",0.04,Non-essential
23,0,0,0,0,0,0,0,-,gL_003172,Hum_XLOC_005394,23,0,23,ENSG00000227029.1,ENST00000446107.1,exon1,477,407,430,1,"23,","0,","407,",0.0,Non-essential
23,0,0,0,0,0,0,0,-,gL_003173,Hum_XLOC_005394,23,0,23,ENSG00000227029.1,ENST00000446107.1,exon1,477,451,474,1,"23,","0,","451,",0.0,Non-essential
23,0,0,0,0,0,0,0,-,gL_003203,Hum_XLOC_005458,23,0,23,ENSG00000234736.6,ENST00000442525.5,exon1,437,109,132,1,"23,","0,","109,",0.032,Non-essential
23,0,0,0,0,0,0,0,-,gL_003219,Hum_XLOC_005499,23,0,23,ENSG00000237949.3,ENST00000660389.1,exon1,305,176,199,1,"23,","0,","176,",0.464,Non-essential
23,0,0,0,0,0,0,0,-,gL_003228,Hum_XLOC_005513,23,0,23,ENSG00000289989.1,ENST00000702351.1,exon1,253,21,44,1,"23,","0,","21,",0.832,Non-essential
23,0,0,0,0,0,0,0,-,gL_003347,Hum_XLOC_005690,23,0,23,ENSG00000244733.5,ENST00000482985.4,exon1,103,10,33,1,"23,","0,","10,",0.184,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_003348,Hum_XLOC_005690,23,0,23,ENSG00000244733.5,ENST00000482985.4,exon1,103,11,34,1,"23,","0,","11,",0.184,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_003673,Hum_XLOC_006269,23,0,23,ENSG00000273001.1,ENST00000607898.1,exon1,577,208,231,1,"23,","0,","208,",0.464,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_003708,Hum_XLOC_006318,23,0,23,ENSG00000287235.1,ENST00000664654.1,exon1,345,231,254,1,"23,","0,","231,",0.112,Non-essential
23,0,0,0,0,0,0,0,-,gL_003754,Hum_XLOC_006370,23,0,23,ENSG00000237986.4,ENST00000661681.1,exon1,402,121,144,1,"23,","0,","121,",0.84,Non-essential
23,0,0,0,0,0,0,0,-,gL_003805,Hum_XLOC_006482,23,0,23,ENSG00000226304.1,ENST00000452911.1,exon1,156,87,110,1,"23,","0,","87,",0.176,Non-essential
23,0,0,0,0,0,0,0,-,gL_003854,Hum_XLOC_006539,23,0,23,ENSG00000289412.2,ENST00000686267.2,exon1,1084,912,935,1,"23,","0,","912,",0.328,Non-essential
23,0,0,0,0,0,0,0,-,gL_003855,Hum_XLOC_006539,23,0,23,ENSG00000289412.2,ENST00000686267.2,exon1,1084,913,936,1,"23,","0,","913,",0.328,Non-essential
23,0,0,0,0,0,0,0,-,gL_004176,Hum_XLOC_007118,23,0,23,ENSG00000273162.1,ENST00000609242.1,exon1,976,857,880,1,"23,","0,","857,",0.68,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_004339,Hum_XLOC_007443,23,0,23,ENSG00000255089.1,ENST00000534271.1,exon1,232,194,217,1,"23,","0,","194,",0.304,Cell-type specific
23,0,0,0,0,0,0,0,+,gL_004375,Hum_XLOC_007500,23,0,23,ENSG00000240801.1,ENST00000430034.1,exon1,328,241,264,1,"23,","0,","241,",0.888,Non-essential
23,0,0,0,0,0,0,0,-,gL_004505,Hum_XLOC_007657,23,0,23,ENSG00000287898.1,ENST00000662030.1,exon1,336,21,44,1,"23,","0,","21,",0.032,Non-essential
23,0,0,0,0,0,0,0,-,gL_004522,Hum_XLOC_007682,23,0,23,ENSG00000254966.1,ENST00000527285.1,exon1,115,77,100,1,"23,","0,","77,",0.08,Non-essential
23,0,0,0,0,0,0,0,-,gL_004742,Hum_XLOC_008158,23,0,23,ENSG00000255236.3,ENST00000530842.2,exon1,579,242,265,1,"23,","0,","242,",0.336,Non-essential
23,0,0,0,0,0,0,0,+,gL_004887,Hum_XLOC_008371,23,0,23,ENSG00000285835.1,ENST00000649399.1,exon1,116,65,88,1,"23,","0,","65,",0.272,Non-essential
23,0,0,0,0,0,0,0,-,gL_005033,Hum_XLOC_008664,23,0,23,ENSG00000288061.3,ENST00000690490.2,exon1,635,208,231,1,"23,","0,","208,",0.6,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_005034,Hum_XLOC_008664,23,0,23,ENSG00000288061.3,ENST00000690490.2,exon1,635,209,232,1,"23,","0,","209,",0.6,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_005046,Hum_XLOC_008682,23,0,23,ENSG00000250073.4,ENST00000504932.2,exon1,284,187,210,1,"23,","0,","187,",0.96,Non-essential
23,0,0,0,0,0,0,0,-,gL_005068,Hum_XLOC_008716,23,0,23,ENSG00000254960.2,ENST00000532988.1,exon1,178,98,121,1,"23,","0,","98,",0.56,Non-essential
23,0,0,0,0,0,0,0,-,gL_005069,Hum_XLOC_008716,23,0,23,ENSG00000254960.2,ENST00000532988.1,exon1,178,154,177,1,"23,","0,","154,",0.56,Non-essential
23,0,0,0,0,0,0,0,-,gL_005163,Hum_XLOC_008843,23,0,23,ENSG00000130600.22,ENST00000414790.9,exon1,1325,330,353,1,"23,","0,","330,",0.816,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_005226,Hum_XLOC_008956,23,0,23,ENSG00000254554.1,ENST00000526906.1,exon1,408,307,330,1,"23,","0,","307,",0.864,Non-essential
23,0,0,0,0,0,0,0,-,gL_005227,Hum_XLOC_008956,23,0,23,ENSG00000254554.1,ENST00000526906.1,exon1,408,308,331,1,"23,","0,","308,",0.864,Non-essential
23,0,0,0,0,0,0,0,-,gL_005443,Hum_XLOC_009353,23,0,23,ENSG00000255553.2,ENST00000658933.1,exon1,354,242,265,1,"23,","0,","242,",0.096,Non-essential
23,0,0,0,0,0,0,0,-,gL_005453,Hum_XLOC_009389,23,0,23,ENSG00000288852.1,ENST00000688681.1,exon1,1385,1297,1320,1,"23,","0,","1297,",0.304,Non-essential
23,0,0,0,0,0,0,0,-,gL_005516,Hum_XLOC_009512,23,0,23,ENSG00000260808.1,ENST00000565199.1,exon1,137,43,66,1,"23,","0,","43,",0.032,Non-essential
23,0,0,0,0,0,0,0,-,gL_005518,Hum_XLOC_009512,23,0,23,ENSG00000260808.1,ENST00000565199.1,exon1,137,98,121,1,"23,","0,","98,",0.032,Non-essential
23,0,0,0,0,0,0,0,-,gL_005582,Hum_XLOC_009605,23,0,23,ENSG00000255135.5,ENST00000658868.1,exon1,395,131,154,1,"23,","0,","131,",0.864,Partially shared
23,0,0,0,0,0,0,0,-,gL_005583,Hum_XLOC_009605,23,0,23,ENSG00000255135.5,ENST00000658868.1,exon1,395,242,265,1,"23,","0,","242,",0.864,Partially shared
23,0,0,0,0,0,0,0,-,gL_005605,Hum_XLOC_009633,23,0,23,ENSG00000251323.3,ENST00000513207.2,exon1,136,88,111,1,"23,","0,","88,",0.456,Non-essential
23,0,0,0,0,0,0,0,-,gL_005674,Hum_XLOC_009791,23,0,23,ENSG00000254433.1,ENST00000532422.1,exon1,270,176,199,1,"23,","0,","176,",0.072,Non-essential
23,0,0,0,0,0,0,0,-,gL_005680,Hum_XLOC_009793,23,0,23,ENSG00000254580.1,ENST00000524966.1,exon1,192,143,166,1,"23,","0,","143,",0.08,Non-essential
23,0,0,0,0,0,0,0,-,gL_005708,Hum_XLOC_009832,23,0,23,ENSG00000271584.2,ENST00000603154.1,exon1,127,77,100,1,"23,","0,","77,",0.2,Non-essential
23,0,0,0,0,0,0,0,-,gL_005747,Hum_XLOC_009895,23,0,23,ENSG00000236267.1,ENST00000457746.1,exon1,87,33,56,1,"23,","0,","33,",0.136,Non-essential
23,0,0,0,0,0,0,0,-,gL_005782,Hum_XLOC_009936,23,0,23,ENSG00000272186.1,ENST00000607709.1,exon1,324,54,77,1,"23,","0,","54,",0.488,Non-essential
23,0,0,0,0,0,0,0,-,gL_005796,Hum_XLOC_009980,23,0,23,ENSG00000254823.2,ENST00000657363.1,exon1,837,682,705,1,"23,","0,","682,",0.088,Non-essential
23,0,0,0,0,0,0,0,-,gL_005937,Hum_XLOC_010252,23,0,23,ENSG00000284634.1,ENST00000641608.1,exon1,583,209,232,1,"23,","0,","209,",0.56,Non-essential
23,0,0,0,0,0,0,0,-,gL_006076,Hum_XLOC_010453,23,0,23,ENSG00000256538.2,ENST00000664027.1,exon1,416,275,298,1,"23,","0,","275,",0.024,Non-essential
23,0,0,0,0,0,0,0,-,gL_006081,Hum_XLOC_010464,23,0,23,ENSG00000257718.1,ENST00000551152.1,exon1,242,164,187,1,"23,","0,","164,",0.296,Non-essential
23,0,0,0,0,0,0,0,-,gL_006280,Hum_XLOC_010805,23,0,23,ENSG00000256273.1,ENST00000544089.1,exon1,239,121,144,1,"23,","0,","121,",0.016,Non-essential
23,0,0,0,0,0,0,0,-,gL_006352,Hum_XLOC_010880,23,0,23,ENSG00000257526.3,ENST00000702157.1,exon1,363,286,309,1,"23,","0,","286,",0.808,Non-essential
23,0,0,0,0,0,0,0,-,gL_006423,Hum_XLOC_010971,23,0,23,ENSG00000257787.2,ENST00000661184.1,exon1,810,528,551,1,"23,","0,","528,",0.024,Non-essential
23,0,0,0,0,0,0,0,-,gL_006446,Hum_XLOC_010993,23,0,23,ENSG00000293091.1,ENST00000547118.1,exon1,1132,22,45,1,"23,","0,","22,",0.376,Non-essential
23,0,0,0,0,0,0,0,-,gL_006448,Hum_XLOC_010993,23,0,23,ENSG00000293091.1,ENST00000547118.1,exon1,1132,65,88,1,"23,","0,","65,",0.376,Non-essential
23,0,0,0,0,0,0,0,-,gL_006596,Hum_XLOC_011234,23,0,23,ENSG00000258254.1,ENST00000547819.1,exon1,250,120,143,1,"23,","0,","120,",0.112,Non-essential
22,0,0,0,0,0,0,0,-,gL_006690,Hum_XLOC_011422,23,0,22,ENSG00000256286.2,ENST00000658204.1,exon1,176,0,22,1,"22,","1,","0,",0.192,Non-essential
23,0,0,0,0,0,0,0,-,gL_006910,Hum_XLOC_011769,23,0,23,ENSG00000287075.2,ENST00000685841.1,exon1,164,11,34,1,"23,","0,","11,",0.408,Non-essential
23,0,0,0,0,0,0,0,-,gL_006918,Hum_XLOC_011786,23,0,23,ENSG00000257023.1,ENST00000542076.1,exon1,334,253,276,1,"23,","0,","253,",0.416,Non-essential
23,0,0,0,0,0,0,0,-,gL_006946,Hum_XLOC_011831,23,0,23,ENSG00000275476.1,ENST00000620496.1,exon1,485,440,463,1,"23,","0,","440,",0.144,Cell-type specific
23,0,0,0,0,0,0,0,-,gL_007040,Hum_XLOC_012027,23,0,23,ENSG00000257137.7,ENST00000665543.1,exon1,262,165,188,1,"23,","0,","165,",0.184,Non-essential
23,0,0,0,0,0,0,0,-,gL_007041,Hum_XLOC_012060,23,0,23,ENSG00000257605.4,ENST00000550263.4,exon1,474,131,154,1,"23,","0,","131,",0.872,Non-essential
23,0,0,0,0,0,0,0,-,gL_007090,Hum_XLOC_012154,23,0,23,ENSG00000224713.4,ENST00000356672.3,exon1,304,44,67,1,"23,","0,","44,",0.416,Non-essential
23,0,0,0,0,0,0,0,-,gL_007172,Hum_XLOC_012339,23,0,23,ENSG00000258026.2,ENST00000653205.1,exon1,279,176,199,1,"23,","0,","176,",0.656,Non-essential
23,0,0,0,0,0,0,0,-,gL_007237,Hum_XLOC_012532,23,0,23,ENSG00000260329.2,ENST00000570282.2,exon1,1475,374,397,1,"23,","0,","374,",0.44,Non-essential
23,0,0,0,0,0,0,0,-,gL_007240,Hum_XLOC_012532,23,0,23,ENSG00000260329.2,ENST00000570282.2,exon1,1475,1198,1221,1,"23,","0,","1198,",0.44,Non-essential
23,0,0,0,0,0,0,0,-,gL_007277,Hum_XLOC_012603,23,0,23,ENSG00000234608.9,ENST00000692189.2,exon1,636,198,221,1,"23,","0,","198,",0.96,Non-essential
23,0,0,0,0,0,0,0,-,gL_007304,Hum_XLOC_012643,23,0,23,ENSG00000276972.1,ENST00000617845.1,exon1,420,352,375,1,"23,","0,","352,",0.0,Non-essential
23,0,0,0,0,0,0,0,-,gL_007430,Hum_XLOC_012800,23,0,23,ENSG00000256022.6,ENST00000669225.1,exon1,464,209,232,1,"23,","0,","209,",0.056,Non-essential
23,0,0,0,0,0,0,0,-,gL_007448,Hum_XLOC_012807,23,0,23,ENSG00000276487.2,ENST00000669336.1,exon1,298,143,166,1,"23,","0,","143,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_007449,Hum_XLOC_012807,23,0,23,ENSG00000276487.2,ENST00000669336.1,exon1,298,165,188,1,"23,","0,","165,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_007516,Hum_XLOC_012924,23,0,23,ENSG00000276476.4,ENST00000657205.1,exon1,412,120,143,1,"23,","0,","120,",0.248,Non-essential
23,0,0,0,0,0,0,0,-,gL_007583,Hum_XLOC_013046,23,0,23,ENSG00000288767.2,ENST00000686128.2,exon1,132,55,78,1,"23,","0,","55,",0.368,Non-essential
23,0,0,0,0,0,0,0,-,gL_007593,Hum_XLOC_013054,23,0,23,ENSG00000236036.2,ENST00000656633.1,exon1,364,66,89,1,"23,","0,","66,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_007594,Hum_XLOC_013054,23,0,23,ENSG00000236036.2,ENST00000656633.1,exon1,364,77,100,1,"23,","0,","77,",0.048,Non-essential
23,0,0,0,0,0,0,0,+,gL_007676,Hum_XLOC_013152,23,0,23,ENSG00000231817.9,ENST00000647756.2,exon1,576,439,462,1,"23,","0,","439,",0.152,Non-essential
23,0,0,0,0,0,0,0,+,gL_007720,Hum_XLOC_013224,23,0,23,ENSG00000281264.1,ENST00000630100.1,exon1,1020,858,881,1,"23,","0,","858,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_007824,Hum_XLOC_013345,23,0,23,ENSG00000229249.7,ENST00000658245.1,exon1,158,32,55,1,"23,","0,","32,",0.072,Non-essential
23,0,0,0,0,0,0,0,-,gL_007893,Hum_XLOC_013432,23,0,23,ENSG00000232849.2,ENST00000660073.1,exon1,240,153,176,1,"23,","0,","153,",0.056,Non-essential
23,0,0,0,0,0,0,0,-,gL_007907,Hum_XLOC_013471,23,0,23,ENSG00000224418.1,ENST00000434547.1,exon1,1226,253,276,1,"23,","0,","253,",0.24,Non-essential
23,0,0,0,0,0,0,0,-,gL_007910,Hum_XLOC_013471,23,0,23,ENSG00000224418.1,ENST00000434547.1,exon1,1226,352,375,1,"23,","0,","352,",0.24,Non-essential
23,0,0,0,0,0,0,0,-,gL_007957,Hum_XLOC_013545,23,0,23,ENSG00000283384.1,ENST00000637731.1,exon1,218,0,23,1,"23,","0,","0,",0.04,Non-essential
22,0,0,0,0,0,0,0,-,gL_008018,Hum_XLOC_013624,23,0,22,ENSG00000282944.1,ENST00000450440.1,exon1,1012,880,902,1,"22,","1,","880,",0.232,Non-essential
23,0,0,0,0,0,0,0,-,gL_008026,Hum_XLOC_013632,23,0,23,ENSG00000287861.1,ENST00000657315.1,exon1,336,142,165,1,"23,","0,","142,",0.104,Non-essential
23,0,0,0,0,0,0,0,-,gL_008027,Hum_XLOC_013632,23,0,23,ENSG00000287861.1,ENST00000657315.1,exon1,336,286,309,1,"23,","0,","286,",0.104,Non-essential
23,0,0,0,0,0,0,0,-,gL_008091,Hum_XLOC_013750,23,0,23,ENSG00000238185.1,ENST00000433788.1,exon1,192,32,55,1,"23,","0,","32,",0.12,Non-essential
23,0,0,0,0,0,0,0,-,gL_008092,Hum_XLOC_013750,23,0,23,ENSG00000238185.1,ENST00000433788.1,exon1,192,33,56,1,"23,","0,","33,",0.12,Non-essential
23,0,0,0,0,0,0,0,-,gL_008093,Hum_XLOC_013750,23,0,23,ENSG00000238185.1,ENST00000433788.1,exon1,192,121,144,1,"23,","0,","121,",0.12,Non-essential
23,0,0,0,0,0,0,0,+,gL_008416,Hum_XLOC_014279,23,0,23,ENSG00000225870.1,ENST00000422994.1,exon1,192,10,33,1,"23,","0,","10,",0.048,Non-essential
23,0,0,0,0,0,0,0,-,gL_008464,Hum_XLOC_014308,23,0,23,ENSG00000283828.1,ENST00000639766.1,exon1,858,77,100,1,"23,","0,","77,",0.696,Non-essential
23,0,0,0,0,0,0,0,-,gL_008662,Hum_XLOC_014585,23,0,23,ENSG00000258857.1,ENST00000556713.1,exon1,340,263,286,1,"23,","0,","263,",0.704,Non-essential
